id,count
0,66.00071
1,118.2385
2,20.5867
4,83.7808
5,16.942875
10,113.28397
11,108.74754
12,89.8478
15,41.710644
17,5.257489
18,128.86697
23,126.24016
25,57.558666
26,62.93847
31,129.29123
39,84.587036
40,42.680893
41,77.45003
42,
43,125.91782
51,127.64614
52,45.705276
54,73.35629
60,123.23548
61,82.04342
62,101.62245
63,52.665028
65,117.06026
66,109.97407
68,73.58363
71,61.66946
80,59.457436
82,
94,122.3032
98,126.525246
101,32.314667
102,125.96647
107,76.20339
112,91.86676
113,23.873941
115,
116,120.05822
120,112.36979
121,18.29988
122,134.57971
132,114.170845
143,28.03266
147,
150,36.442886
151,69.33094
152,131.72
153,112.33439
155,38.257442
156,96.75942
159,126.21781
161,115.1323
163,114.04589
177,126.694
186,62.269463
188,111.494934
190,113.284035
191,61.367516
192,70.312675
195,111.51156
200,107.26443
209,131.39886
210,23.732536
211,88.25538
214,89.83334
215,72.86536
218,70.46424
219,38.096527
222,112.81609
225,51.693718
228,130.46078
236,128.41148
241,110.47465
242,117.66583
243,125.73784
245,113.654
247,131.24004
251,94.58158
252,110.898026
253,38.251816
254,39.74694
258,126.765465
260,
261,91.41025
265,109.45201
266,128.76501
267,66.597145
269,122.516975
270,
275,77.44503
278,95.84983
279,39.93503
286,112.94532
287,110.33311
288,128.06815
289,106.33477
293,110.76563
294,69.101494
297,
302,41.795246
303,30.753857
304,21.706676
307,107.1289
309,55.19283
311,121.08019
312,50.475723
314,126.67489
315,126.7712
319,123.02585
322,114.96089
323,
325,70.823456
327,125.76007
330,67.6029
332,124.70186
333,110.62107
338,107.741455
341,40.40958
345,68.99947
348,109.072
349,114.007454
350,119.37064
352,
355,41.929672
356,
358,
363,114.09614
369,114.61504
371,39.08989
372,87.36843
375,132.75146
380,69.892914
388,109.374916
391,
392,81.87208
393,129.87782
394,50.63817
396,93.20436
401,45.821724
407,100.5952
409,120.40424
410,84.71372
416,46.39888
418,114.3234
420,125.91903
421,91.7131
422,111.79452
424,128.00723
428,72.83924
429,80.11647
431,73.715965
435,0.1782085
439,118.44052
441,13.698462
447,60.79704
449,71.898544
451,100.023315
452,81.96308
454,59.713715
458,84.41021
463,114.390434
467,34.772205
470,66.039185
471,122.41039
474,131.553
478,87.375496
483,59.987267
484,67.93473
485,114.79287
486,101.96023
491,46.502254
494,44.18582
495,65.55213
497,91.812225
499,87.069115
515,87.933426
518,121.42721
521,114.48237
525,
529,130.45499
532,124.70739
534,92.12631
540,108.825455
544,126.77702
547,126.64863
549,118.86376
563,48.89906
564,115.69947
567,43.460747
572,61.137184
577,66.05978
578,127.31455
585,91.89536
588,80.68612
589,61.6527
590,116.374
592,35.140015
594,75.70077
596,56.508656
598,73.86251
599,120.2497
605,75.217384
606,101.01032
607,82.9341
608,123.25078
609,
610,127.52889
611,94.183105
614,
615,116.15598
616,118.36708
617,107.73562
618,78.80062
624,55.2417
629,130.14688
631,119.18929
633,40.91971
637,83.61013
638,59.78302
643,
644,109.11679
645,74.79327
646,80.65803
648,115.60171
650,108.97005
651,52.96099
652,135.54099
656,98.37997
657,85.07479
659,36.01805
660,68.475716
662,104.68569
665,131.63745
675,
681,122.83331
682,117.787766
685,110.17621
686,127.40017
689,70.98342
696,127.2037
703,85.98551
704,49.003975
705,104.35374
714,124.49728
717,53.396362
718,37.854843
720,109.86719
721,117.51588
723,125.03871
726,36.96266
728,67.05751
730,65.60155
731,92.797386
734,125.95689
737,62.534744
738,109.15052
745,68.94487
746,41.17366
749,120.665436
752,42.884537
753,33.37336
758,125.83805
765,32.142223
766,90.574486
768,71.65911
769,127.60196
774,119.125435
775,114.16271
781,
784,125.12427
794,116.62992
795,132.17073
796,89.78692
802,50.494213
803,111.47111
805,39.488155
806,139.42415
807,72.96331
809,45.7676
810,115.29775
812,47.137234
814,58.204697
818,128.6116
819,111.30392
825,8.093051
836,15.156103
839,90.34292
847,128.65932
848,53.007755
851,69.79016
852,123.822624
853,25.10732
857,124.96578
858,99.28402
859,112.23763
861,1.3277274
867,72.4976
870,66.54215
871,134.69801
872,129.12643
874,128.83781
881,125.59937
886,120.83223
